uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
PI,Bom Jesus,Universidade Pitágoras Unopar,BOM JESUS/PI (1051532) - Centro,Administração,Bacharelado,Curso a Distância,369.00,6,2,,,586.40,536.64,,
PI,Campo Maior,Universidade Pitágoras Unopar,CAMPO MAIOR/PI (1051676) - Centro,Administração,Bacharelado,Curso a Distância,229.00,1,1,,,576.18,565.24,,
PI,Esperantina,Universidade Pitágoras Unopar,ESPERANTINA/PI (1051550) - Centro,Administração,Bacharelado,Curso a Distância,249.00,4,1,,,575.02,559.30,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANO - Centro,Administração,Bacharelado,Curso a Distância,298.00,1,,1,,627.10,,567.00,
PI,Floriano,Universidade Anhanguera - UNIDERP,FLORIANO/PI (2008480) - Centro,Administração,Bacharelado,Curso a Distância,259.00,1,1,,,605.20,578.90,,
PI,Parnaiba,Centro Universitário Maurício de Nassau de Maceió - UNINASSAU MACEIÓ,POLO PARNAÍBA - Floriópolis,Administração,Bacharelado,Curso a Distância,327.65,1,,,,631.52,,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Administração,Bacharelado,Noturno,649.27,4,2,,,604.64,602.26,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Administração,Bacharelado,Vespertino,262.50,1,,,,604.20,,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Administração,Bacharelado,Noturno,262.50,1,1,,,607.34,639.60,,
PI,Piripiri,Christus Faculdade do Piauí - CHRISFAPI,UNIDADE SEDE - Fonte dos Matos,Administração,Bacharelado,Noturno,526.21,3,1,1,11,633.12,603.12,556.38,499.78
PI,Piripiri,Universidade Pitágoras Unopar,PIRIPIRI/PI (1051586) - Centro,Administração,Bacharelado,Curso a Distância,279.00,6,2,,,597.64,567.54,,
PI,Sao Raimundo Nonato,Universidade Pitágoras Unopar,SAO RAIMUNDO NONATO/PI (1051608) - Centro,Administração,Bacharelado,Curso a Distância,209.00,2,1,,,565.48,564.26,,
PI,Teresina,Centro de Ensino Superior do Vale do Parnaíba - Cesvale - CESVALE,UNIDADE SEDE - RIVERSIDE - Jockey Club,Administração,Bacharelado,Matutino,518.30,7,3,,,607.86,587.56,,
PI,Teresina,Centro de Ensino Unificado do Piauí - Ceupi - CEUPI,CENTRO DE ENSINO UNIFICADO DO PIAUÍ - CEUPI - Jockey Club,Administração,Bacharelado,Vespertino,669.60,1,1,3,51,624.70,574.04,506.40,509.54
PI,Teresina,Centro de Ensino Unificado do Piauí - Ceupi - CEUPI,CENTRO DE ENSINO UNIFICADO DO PIAUÍ - CEUPI - Jockey Club,Administração,Bacharelado,Noturno,669.60,1,1,3,51,594.08,571.94,503.56,499.14
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Administração,Bacharelado,Curso a Distância,333.00,1,,,,577.20,,,
PI,Teresina,Centro Universitário Maurício de Nassau de Maceió - UNINASSAU MACEIÓ,PÓLO TERESINA - Jóquei Clube,Administração,Bacharelado,Curso a Distância,327.65,1,,,,598.80,,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Administração,Bacharelado,Noturno,667.09,3,1,,,615.72,604.96,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Administração,Bacharelado,Matutino,219.00,1,,,,580.50,,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Administração,Bacharelado,Noturno,219.00,9,3,,,600.20,582.34,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Administração,Bacharelado,Matutino,684.28,1,,,,651.06,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Administração,Bacharelado,Matutino,723.90,,,,22,,,533.22,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Administração,Bacharelado,Noturno,723.90,,,,22,,,522.28,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Administração,Bacharelado,Noturno,662.91,,,,10,,,566.18,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Administração,Bacharelado,Matutino,561.64,,,,10,,,573.20,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Administração,Bacharelado,Matutino,1003.40,4,1,,,599.62,602.84,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Administração,Bacharelado,Noturno,664.02,6,2,,,590.14,596.30,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Administração,Bacharelado,Matutino,568.11,2,1,,,612.96,594.30,,
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Administração,Bacharelado,Matutino,500.00,1,,2,1,584.54,,554.30,547.32
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Administração,Bacharelado,Noturno,500.00,1,,2,1,594.72,,553.32,568.60
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,UNIDADE WALFRAM - São Cristóvão,Administração,Bacharelado,Matutino,463.48,2,1,,,548.54,576.04,,
PI,Teresina,Universidade Anhanguera - UNIDERP,TERESINA/PI (7239) - Itararé,Administração,Bacharelado,Curso a Distância,279.00,4,2,,,576.54,557.46,,
PI,Teresina,Universidade Anhanguera - UNIDERP,TERESINA/PI II(2008394) - Dirceu II,Administração,Bacharelado,Curso a Distância,279.00,8,3,,,575.86,539.98,,
PI,Urucui,Centro Universitário Uninovafapi - UNINOVAFAPI,EDUCANDÁRIO NOSSA SENHORA DA CONCEIÇÃO - Centro,Administração,Bacharelado,Curso a Distância,290.00,1,,,,547.42,,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,590.54,
PI,Picos,Centro Universitário Internacional - Uninter - UNINTER,PAP PICOS - Canto da Várzea,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,579.10,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,575.16,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,740.94,1,,,17,632.76,,541.94,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,740.94,,,,17,,,517.82,
PI,Teresina,Faculdade Piauiense de Processamento de Dados - FPPD,CAMPUS  - TERESINA - SÃO CRISTOVÃO - São Cristovão,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,473.60,2,1,,,619.96,592.92,,
PI,Teresina,Faculdade Piauiense de Processamento de Dados - FPPD,CAMPUS  - TERESINA - SÃO CRISTOVÃO - São Cristovão,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,473.60,4,2,,,609.22,579.56,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,1,,,,606.34,,,
PI,Teresina,Universidade Pitágoras Unopar,TERESINA/PI (1051619) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,3,1,,,624.80,586.14,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Arquitetura e Urbanismo,Bacharelado,Noturno,967.74,3,1,,,659.78,642.28,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Arquitetura e Urbanismo,Bacharelado,Matutino,1284.29,2,1,,,694.06,669.26,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Arquitetura e Urbanismo,Bacharelado,Vespertino,1255.71,2,1,,,685.72,650.64,,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Arquitetura e Urbanismo,Bacharelado,Vespertino,902.50,3,1,6,7,679.62,655.84,607.86,602.42
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Arquitetura e Urbanismo,Bacharelado,Noturno,902.50,1,1,3,1,657.24,682.84,600.28,575.78
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Arquitetura e Urbanismo,Bacharelado,Matutino,880.05,2,1,,,627.38,667.38,,
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Biomedicina,Bacharelado,Matutino,990.00,1,1,4,1,689.58,653.24,562.50,556.94
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Biomedicina,Bacharelado,Noturno,990.00,1,1,4,1,638.12,648.16,602.86,560.70
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Biomedicina,Bacharelado,Matutino,912.07,,,,16,,,583.90,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Biomedicina,Bacharelado,Vespertino,912.07,1,,,16,717.86,,573.16,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Ciência da Computação,Bacharelado,Matutino,309.50,0,1,,,635.94,,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Ciência da Computação,Bacharelado,Noturno,309.50,1,1,,,643.12,630.30,,
PI,Teresina,Faculdade do Piauí - FAPI,UNIDADE WALFRAN - São Cristóvão,Ciência da Computação,Bacharelado,Noturno,593.10,1,,,,632.02,,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Ciência da Computação,Bacharelado,Matutino,798.57,3,1,,,670.72,618.22,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Ciência da Computação,Bacharelado,Noturno,770.00,1,1,,,634.68,603.98,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,UNIDADE WALFRAM - São Cristóvão,Ciência da Computação,Bacharelado,Matutino,563.45,2,1,,,618.50,602.02,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANO - Centro,Ciência Política,Bacharelado,Curso a Distância,274.00,,,1,,,,584.88,
PI,Bom Jesus,Universidade Pitágoras Unopar,BOM JESUS/PI (1051532) - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,299.00,4,2,,,568.98,547.34,,
PI,Esperantina,Universidade Pitágoras Unopar,ESPERANTINA/PI (1051550) - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,249.00,4,2,,,577.92,539.36,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANO - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,298.00,,,1,1,,,612.32,550.92
PI,Floriano,Universidade Anhanguera - UNIDERP,FLORIANO/PI (2008480) - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,259.00,4,1,,,618.00,566.42,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Ciências Contábeis,Bacharelado,Noturno,612.37,3,1,,,645.86,616.36,,
PI,Picos,Centro Universitário Internacional - Uninter - UNINTER,PAP PICOS - Canto da Várzea,Ciências Contábeis,Bacharelado,Curso a Distância,298.00,1,,1,,504.52,,563.16,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Ciências Contábeis,Bacharelado,Matutino,262.50,1,,,,608.88,,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Ciências Contábeis,Bacharelado,Noturno,262.50,1,1,,,610.82,608.04,,
PI,Picos,Universidade Pitágoras Unopar,PICOS/PI II (1051585) - Catavento,Ciências Contábeis,Bacharelado,Curso a Distância,209.00,2,1,,,617.04,589.12,,
PI,Piripiri,Christus Faculdade do Piauí - CHRISFAPI,UNIDADE SEDE - Fonte dos Matos,Ciências Contábeis,Bacharelado,Noturno,526.21,1,1,2,11,686.94,625.60,567.58,556.02
PI,Piripiri,Universidade Pitágoras Unopar,PIRIPIRI/PI (1051586) - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,249.00,3,1,,,634.44,587.90,,
PI,Sao Raimundo Nonato,Universidade Pitágoras Unopar,SAO RAIMUNDO NONATO/PI (1051608) - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,209.00,2,1,,,582.76,529.16,,
PI,Teresina,Centro de Ensino Superior do Vale do Parnaíba - Cesvale - CESVALE,CAMPUS  - TERESINA - ZONA RURAL - ZONA RUAL,Ciências Contábeis,Bacharelado,Noturno,573.05,12,4,,,587.02,575.66,,
PI,Teresina,Centro de Ensino Superior do Vale do Parnaíba - Cesvale - CESVALE,CAMPUS  - TERESINA - ZONA RURAL - ZONA RUAL,Ciências Contábeis,Bacharelado,Matutino,518.30,9,3,,,598.08,565.96,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Ciências Contábeis,Bacharelado,Curso a Distância,333.00,1,,,,586.14,,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Ciências Contábeis,Bacharelado,Matutino,463.48,2,1,,,608.98,615.48,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Ciências Contábeis,Bacharelado,Noturno,712.86,1,1,,,700.64,603.12,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Ciências Contábeis,Bacharelado,Matutino,723.90,,,,10,,,577.40,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Ciências Contábeis,Bacharelado,Noturno,723.90,,,,22,,,551.46,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Ciências Contábeis,Bacharelado,Noturno,662.91,,,1,4,,,602.04,606.30
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Ciências Contábeis,Bacharelado,Matutino,664.02,2,1,,,649.46,591.00,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Ciências Contábeis,Bacharelado,Noturno,664.02,9,3,,,622.06,603.44,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Ciências Contábeis,Bacharelado,Noturno,571.46,1,1,,,586.82,597.24,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA I - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,169.00,24,9,,,572.52,555.80,,
PI,Teresina,Universidade Pitágoras Unopar,TERESINA/PI (1051619) - Centro,Ciências Contábeis,Bacharelado,Curso a Distância,269.00,9,3,,,572.34,557.40,,
PI,Teresina,Centro Universitário Internacional - Uninter - UNINTER,PÓLO EAD - TERESINA (PAISSANDÚ) - Centro,Comércio Exterior,Tecnológico,Curso a Distância,270.00,1,,,,539.96,,,
PI,Floriano,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE FLORIANO - Centro,Computação,Licenciatura,Curso a Distância,299.00,1,,,,564.52,,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Comunicação e Ilustração Digital,Tecnológico,Matutino,473.60,2,1,,,611.74,571.54,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Comunicação Empresarial,Tecnológico,Noturno,473.60,2,1,,,579.80,560.80,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Comunicação Social - Publicidade e Propaganda,Bacharelado,Noturno,521.97,1,,,,606.70,,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Comunicação Social - Publicidade e Propaganda,Bacharelado,Matutino,443.24,2,1,,,600.72,609.40,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Comunicação Social - Publicidade e Propaganda,Bacharelado,Noturno,798.57,2,1,,,621.36,605.94,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Comunicação Social - Publicidade e Propaganda,Bacharelado,Noturno,521.98,1,1,,,586.88,585.84,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Design,Bacharelado,Matutino,607.94,5,2,,,630.34,589.78,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Design de Interiores,Tecnológico,Matutino,602.24,1,,,,581.88,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Design de Interiores,Tecnológico,Noturno,602.24,,,,16,,,536.50,
PI,Teresina,Instituto de Ciências Jurídicas e Sociais Professor Camillo Filho - ICF,PRÉDIO I - UNIDADE SEDE - Jóquei Clube,Design de Interiores,Tecnológico,Noturno,582.09,3,1,,,675.02,606.76,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Design de Moda,Tecnológico,Noturno,472.21,1,1,,,585.04,588.52,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Design de Moda,Tecnológico,Noturno,534.32,,,,16,,,536.62,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Design Gráfico,Tecnológico,Noturno,769.16,,,,12,,,552.06,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Direito,Bacharelado,Matutino,944.38,3,1,,,673.98,628.38,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Direito,Bacharelado,Noturno,944.38,7,3,,,655.56,648.26,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Direito,Bacharelado,Vespertino,372.50,1,1,,,654.80,648.72,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Direito,Bacharelado,Noturno,372.50,1,1,,,687.08,675.28,,
PI,Piripiri,Christus Faculdade do Piauí - CHRISFAPI,UNIDADE SEDE - Fonte dos Matos,Direito,Bacharelado,Noturno,796.44,2,1,3,11,696.58,667.16,621.22,607.20
PI,Teresina,Centro de Ensino Superior do Vale do Parnaíba - Cesvale - CESVALE,UNIDADE SEDE - RIVERSIDE - Jockey Club,Direito,Bacharelado,Noturno,998.12,8,3,,,631.16,621.12,,
PI,Teresina,Centro de Ensino Superior do Vale do Parnaíba - Cesvale - CESVALE,UNIDADE SEDE - RIVERSIDE - Jockey Club,Direito,Bacharelado,Vespertino,831.10,2,1,,,668.28,638.78,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Direito,Bacharelado,Matutino,840.86,2,1,,,720.92,655.92,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Direito,Bacharelado,Vespertino,840.86,5,2,,,715.26,655.54,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Direito,Bacharelado,Matutino,722.98,2,1,,,645.22,632.20,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Direito,Bacharelado,Matutino,998.57,5,2,,,675.50,644.12,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Direito,Bacharelado,Noturno,998.57,8,3,,,650.12,634.48,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Direito,Bacharelado,Vespertino,970.00,6,2,,,665.62,639.02,,
PI,Teresina,Faculdade Santo Agostinho - FSA,ANEXO II - São Pedro,Direito,Bacharelado,Vespertino,896.85,1,,1,9,677.96,,634.72,654.86
PI,Teresina,Faculdade Santo Agostinho - FSA,ANEXO II - São Pedro,Direito,Bacharelado,Noturno,896.85,,,,10,,,617.74,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Direito,Bacharelado,Noturno,900.12,8,3,,,670.76,634.96,,
PI,Teresina,Instituto de Ciências Jurídicas e Sociais Professor Camillo Filho - ICF,PRÉDIO I - UNIDADE SEDE - Jóquei Clube,Direito,Bacharelado,Vespertino,1038.30,1,1,,,734.14,716.62,,
PI,Teresina,Instituto de Ciências Jurídicas e Sociais Professor Camillo Filho - ICF,PRÉDIO I - UNIDADE SEDE - Jóquei Clube,Direito,Bacharelado,Noturno,1038.30,3,1,,,709.52,670.06,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Direito,Bacharelado,Matutino,722.98,6,2,,,627.50,620.58,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Direito,Bacharelado,Noturno,477.45,12,4,,,627.40,614.28,,
PI,Agua Branca,Faculdade Superior de Ensino Programus - ISEPRO,UNIDADE SEDE - ISEPRO - Centro,Educação Física,Bacharelado,Noturno,279.00,0,1,1,2,604.24,,561.16,545.92
PI,Campo Maior,Universidade Pitágoras Unopar,CAMPO MAIOR/PI (1051676) - Centro,Educação Física,Licenciatura,Curso a Distância,209.00,2,1,,,596.20,593.74,,
PI,Esperantina,Universidade Pitágoras Unopar,ESPERANTINA/PI (1051550) - Centro,Educação Física,Licenciatura,Curso a Distância,209.00,3,1,,,548.16,550.98,,
PI,Floriano,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE FLORIANO - Centro,Educação Física,Licenciatura,Curso a Distância,385.00,1,,,,545.72,,,
PI,Floriano,Universidade Anhanguera - UNIDERP,FLORIANO/PI (2008480) - Centro,Educação Física,Licenciatura,Curso a Distância,209.00,1,,,,606.42,,,
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Educação Física,Licenciatura,Matutino,550.00,1,,2,1,588.62,,554.08,565.96
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Educação Física,Licenciatura,Noturno,550.00,1,1,3,1,592.42,561.66,567.10,558.78
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Educação Física,Bacharelado,Matutino,640.14,1,1,,,592.88,579.50,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Educação Física,Bacharelado,Noturno,640.14,3,1,,,615.92,585.84,,
PI,Piripiri,Universidade Pitágoras Unopar,PIRIPIRI/PI (1051586) - Centro,Educação Física,Licenciatura,Curso a Distância,449.00,11,4,,,575.72,562.36,,
PI,Sao Raimundo Nonato,Universidade Pitágoras Unopar,SAO RAIMUNDO NONATO/PI (1051608) - Centro,Educação Física,Licenciatura,Curso a Distância,209.00,1,,,,536.88,,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Educação Física,Licenciatura,Curso a Distância,333.00,1,,,,554.56,,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Educação Física,Bacharelado,Noturno,493.24,3,1,,,662.64,595.36,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Educação Física,Bacharelado,Matutino,712.86,3,1,,,620.30,591.70,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Educação Física,Bacharelado,Noturno,712.86,3,1,,,613.64,577.88,,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Educação Física,Bacharelado,Noturno,585.53,,,,10,,,577.66,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Educação Física,Bacharelado,Matutino,612.38,1,1,,,613.24,593.12,,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Educação Física,Bacharelado,Noturno,612.38,4,1,,,610.28,597.74,,
PI,Teresina,Faculdade Unirb - Teresina - FCC,CAMPUS PRINCIPAL - Centro,Educação Física,Bacharelado,Matutino,610.00,1,,2,1,579.28,,562.18,549.22
PI,Teresina,Faculdade Unirb - Teresina - FCC,CAMPUS PRINCIPAL - Centro,Educação Física,Bacharelado,Noturno,610.00,1,,2,1,578.42,,569.18,544.56
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,UNIDADE WALFRAM - São Cristóvão,Educação Física,Bacharelado,Matutino,506.52,2,1,,,599.10,581.90,,
PI,Teresina,Universidade Pitágoras Unopar,TERESINA/PI (1051619) - Centro,Educação Física,Licenciatura,Curso a Distância,259.00,4,2,,,576.48,568.60,,
PI,Floriano,Faculdade de Ensino Superior de Floriano - FAESF,ARUDA BUCAR - REDE NOVA,Enfermagem,Bacharelado,Matutino,967.58,1,,,,626.52,,,
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Enfermagem,Bacharelado,Matutino,1100.00,2,1,5,2,619.36,612.04,573.04,540.30
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Enfermagem,Bacharelado,Noturno,1100.00,2,1,5,2,618.60,617.30,564.38,517.24
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Enfermagem,Bacharelado,Matutino,1003.40,5,2,,,630.90,620.94,,
